Country,Continent,Year,Shock_category,Shock_type,count
Colombia,America,1995,CLIMATIC,Mass movement (wet),1
Colombia,America,1995,CONFLICTS,Intrastate conflict,1
Colombia,America,1995,CONFLICTS,Terrorist attack,123
Colombia,America,1995,ECOLOGICAL,Infestation,1
Colombia,America,1995,GEOPHYSICAL,Earthquake,3
Colombia,America,1995,TECHNOLOGICAL,Air,3
Colombia,America,1996,CLIMATIC,Flood,2
Colombia,America,1996,CLIMATIC,Mass movement (wet),1
Colombia,America,1996,CONFLICTS,Intrastate conflict,1
Colombia,America,1996,CONFLICTS,Terrorist attack,409
Colombia,America,1996,TECHNOLOGICAL,Air,1
Colombia,America,1997,CLIMATIC,Flood,1
Colombia,America,1997,CONFLICTS,Intrastate conflict,1
Colombia,America,1997,CONFLICTS,Terrorist attack,598
Colombia,America,1997,TECHNOLOGICAL,Explosion (Industrial),1
Colombia,America,1997,TECHNOLOGICAL,Road,1
Colombia,America,1998,CLIMATIC,Drought,1
Colombia,America,1998,CLIMATIC,Mass movement (wet),1
Colombia,America,1998,CONFLICTS,Intrastate conflict,1
Colombia,America,1998,CONFLICTS,Terrorist attack,94
Colombia,America,1998,ECOLOGICAL,Infectious disease,1
Colombia,America,1998,ECONOMIC,Banking Crises,1
Colombia,America,1998,TECHNOLOGICAL,Air,1
Colombia,America,1998,TECHNOLOGICAL,Explosion (Miscellaneous),1
Colombia,America,1999,CLIMATIC,Flood,3
Colombia,America,1999,CLIMATIC,Mass movement (wet),2
Colombia,America,1999,CLIMATIC,Storm,1
Colombia,America,1999,CONFLICTS,Intrastate conflict,1
Colombia,America,1999,CONFLICTS,Terrorist attack,116
Colombia,America,1999,ECOLOGICAL,Infectious disease,1
Colombia,America,1999,ECONOMIC,Banking Crises,1
Colombia,America,1999,GEOPHYSICAL,Earthquake,1
Colombia,America,1999,TECHNOLOGICAL,Road,1
Colombia,America,2000,CLIMATIC,Flood,3
Colombia,America,2000,CONFLICTS,Intrastate conflict,1
Colombia,America,2000,CONFLICTS,Terrorist attack,137
Colombia,America,2000,ECONOMIC,Banking Crises,1
Colombia,America,2000,GEOPHYSICAL,Earthquake,1
Colombia,America,2000,TECHNOLOGICAL,Air,1
Colombia,America,2000,TECHNOLOGICAL,Road,1
Colombia,America,2001,CLIMATIC,Flood,2
Colombia,America,2001,CLIMATIC,Mass movement (wet),2
Colombia,America,2001,CLIMATIC,Storm,1
Colombia,America,2001,CLIMATIC,Wildfire,1
Colombia,America,2001,CONFLICTS,Intrastate conflict,1
Colombia,America,2001,CONFLICTS,Terrorist attack,207
Colombia,America,2001,TECHNOLOGICAL,Air,1
Colombia,America,2001,TECHNOLOGICAL,Explosion (Industrial),1
Colombia,America,2001,TECHNOLOGICAL,Road,2
Colombia,America,2002,CLIMATIC,Flood,4
Colombia,America,2002,CLIMATIC,Mass movement (wet),1
Colombia,America,2002,CONFLICTS,Intrastate conflict,1
Colombia,America,2002,CONFLICTS,Terrorist attack,150
Colombia,America,2002,TECHNOLOGICAL,Air,1
Colombia,America,2002,TECHNOLOGICAL,Road,1
Colombia,America,2003,CLIMATIC,Flood,3
Colombia,America,2003,CLIMATIC,Mass movement (wet),1
Colombia,America,2003,CONFLICTS,Intrastate conflict,1
Colombia,America,2003,CONFLICTS,Terrorist attack,98
Colombia,America,2003,ECOLOGICAL,Infectious disease,1
Colombia,America,2003,TECHNOLOGICAL,Road,1
Colombia,America,2004,CLIMATIC,Flood,2
Colombia,America,2004,CONFLICTS,Intrastate conflict,1
Colombia,America,2004,CONFLICTS,Terrorist attack,37
Colombia,America,2004,GEOPHYSICAL,Earthquake,2
Colombia,America,2004,TECHNOLOGICAL,Road,2
Colombia,America,2005,CLIMATIC,Flood,3
Colombia,America,2005,CLIMATIC,Storm,1
Colombia,America,2005,CONFLICTS,Intrastate conflict,1
Colombia,America,2005,CONFLICTS,Terrorist attack,42
Colombia,America,2005,GEOPHYSICAL,Volcanic activity,1
Colombia,America,2005,TECHNOLOGICAL,Air,1
Colombia,America,2005,TECHNOLOGICAL,Road,4
Colombia,America,2005,TECHNOLOGICAL,Water,1
Colombia,America,2006,CLIMATIC,Flood,1
Colombia,America,2006,CONFLICTS,Intrastate conflict,1
Colombia,America,2006,CONFLICTS,Terrorist attack,43
Colombia,America,2006,GEOPHYSICAL,Volcanic activity,2
Colombia,America,2007,CLIMATIC,Flood,4
Colombia,America,2007,CONFLICTS,Intrastate conflict,1
Colombia,America,2007,CONFLICTS,Terrorist attack,30
Colombia,America,2007,GEOPHYSICAL,Earthquake,1
Colombia,America,2007,GEOPHYSICAL,Volcanic activity,1
Colombia,America,2007,TECHNOLOGICAL,Collapse (Industrial),1
Colombia,America,2007,TECHNOLOGICAL,Explosion (Industrial),2
Colombia,America,2007,TECHNOLOGICAL,Road,3
Colombia,America,2008,CLIMATIC,Flood,2
Colombia,America,2008,CLIMATIC,Mass movement (wet),1
Colombia,America,2008,CONFLICTS,Intrastate conflict,1
Colombia,America,2008,CONFLICTS,Terrorist attack,133
Colombia,America,2008,GEOPHYSICAL,Earthquake,1
Colombia,America,2008,GEOPHYSICAL,Mass movement (dry),1
Colombia,America,2008,GEOPHYSICAL,Volcanic activity,3
Colombia,America,2008,TECHNOLOGICAL,Road,1
Colombia,America,2009,CLIMATIC,Flood,1
Colombia,America,2009,CLIMATIC,Mass movement (wet),2
Colombia,America,2009,CONFLICTS,Intrastate conflict,1
Colombia,America,2009,CONFLICTS,Terrorist attack,138
Colombia,America,2009,ECOLOGICAL,Infectious disease,1
Colombia,America,2009,TECHNOLOGICAL,Road,1
Colombia,America,2010,CLIMATIC,Flood,3
Colombia,America,2010,CLIMATIC,Mass movement (wet),2
Colombia,America,2010,CLIMATIC,Wildfire,1
Colombia,America,2010,CONFLICTS,Intrastate conflict,1
Colombia,America,2010,CONFLICTS,Terrorist attack,136
Colombia,America,2010,ECOLOGICAL,Infectious disease,1
Colombia,America,2010,TECHNOLOGICAL,Air,1
Colombia,America,2010,TECHNOLOGICAL,Explosion (Industrial),1
Colombia,America,2010,TECHNOLOGICAL,Road,2
Colombia,America,2010,TECHNOLOGICAL,Water,1
Colombia,America,2011,CLIMATIC,Flood,2
Colombia,America,2011,CLIMATIC,Mass movement (wet),1
Colombia,America,2011,CONFLICTS,Intrastate conflict,1
Colombia,America,2011,CONFLICTS,Terrorist attack,94
Colombia,America,2011,ECOLOGICAL,Infectious disease,1
Colombia,America,2011,TECHNOLOGICAL,Explosion (Industrial),2
Colombia,America,2011,TECHNOLOGICAL,Road,1
Colombia,America,2012,CLIMATIC,Flood,3
Colombia,America,2012,CONFLICTS,Intrastate conflict,1
Colombia,America,2012,CONFLICTS,Terrorist attack,115
Colombia,America,2012,TECHNOLOGICAL,Air,1
Colombia,America,2012,TECHNOLOGICAL,Road,1
Colombia,America,2013,CLIMATIC,Flood,1
Colombia,America,2013,CONFLICTS,Intrastate conflict,1
Colombia,America,2013,CONFLICTS,Terrorist attack,149
Colombia,America,2013,GEOPHYSICAL,Earthquake,1
Comoros,Africa,1990,ECONOMIC,Currency Crises,1
Comoros,Africa,1991,ECONOMIC,Currency Crises,1
Comoros,Africa,1991,GEOPHYSICAL,Volcanic activity,1
Comoros,Africa,1992,CONFLICTS,Terrorist attack,1
Comoros,Africa,1992,ECONOMIC,Currency Crises,1
Comoros,Africa,1993,CONFLICTS,Terrorist attack,2
Comoros,Africa,1993,ECONOMIC,Currency Crises,1
Comoros,Africa,1994,CONFLICTS,Terrorist attack,1
Comoros,Africa,1994,ECONOMIC,Currency Crises,1
Comoros,Africa,1994,ECONOMIC,Debt Crises,1
Comoros,Africa,1995,ECONOMIC,Currency Crises,1
Comoros,Africa,1996,ECONOMIC,Currency Crises,1
Comoros,Africa,1996,TECHNOLOGICAL,Air,1
Comoros,Africa,1996,TECHNOLOGICAL,Water,1
Comoros,Africa,1997,CONFLICTS,Intrastate conflict,1
Comoros,Africa,1997,CONFLICTS,Terrorist attack,3
Comoros,Africa,1997,ECONOMIC,Currency Crises,1
Comoros,Africa,1998,ECOLOGICAL,Infectious disease,1
Comoros,Africa,1998,ECONOMIC,Currency Crises,1
Comoros,Africa,1998,TECHNOLOGICAL,Water,1
Comoros,Africa,1999,ECOLOGICAL,Infectious disease,1
Comoros,Africa,1999,ECONOMIC,Currency Crises,1
Comoros,Africa,2000,ECONOMIC,Currency Crises,1
Comoros,Africa,2001,ECONOMIC,Currency Crises,1
Comoros,Africa,2002,ECOLOGICAL,Livestock,1
Comoros,Africa,2002,ECONOMIC,Currency Crises,1
Comoros,Africa,2002,TECHNOLOGICAL,Water,1
Comoros,Africa,2003,CLIMATIC,Storm,1
Comoros,Africa,2003,ECONOMIC,Currency Crises,1
Comoros,Africa,2004,ECONOMIC,Currency Crises,1
Comoros,Africa,2005,ECONOMIC,Currency Crises,1
Comoros,Africa,2005,GEOPHYSICAL,Volcanic activity,2
Comoros,Africa,2005,TECHNOLOGICAL,Water,1
Comoros,Africa,2006,ECONOMIC,Currency Crises,1
Comoros,Africa,2006,GEOPHYSICAL,Volcanic activity,1
Comoros,Africa,2006,TECHNOLOGICAL,Water,2
Comoros,Africa,2007,ECONOMIC,Currency Crises,1
Comoros,Africa,2007,TECHNOLOGICAL,Water,3
Comoros,Africa,2008,ECONOMIC,Currency Crises,1
Comoros,Africa,2009,CLIMATIC,Flood,1
Comoros,Africa,2009,ECONOMIC,Currency Crises,1
Comoros,Africa,2009,TECHNOLOGICAL,Air,1
Comoros,Africa,2009,TECHNOLOGICAL,Water,1
Comoros,Africa,2010,ECONOMIC,Currency Crises,1
Comoros,Africa,2011,ECONOMIC,Currency Crises,1
Comoros,Africa,2011,TECHNOLOGICAL,Water,1
Comoros,Africa,2012,CLIMATIC,Flood,1
Comoros,Africa,2012,ECONOMIC,Currency Crises,1
Comoros,Africa,2012,TECHNOLOGICAL,Water,2
Comoros,Africa,2013,ECONOMIC,Currency Crises,1
Comoros,Africa,2013,TECHNOLOGICAL,Water,1
Congo Republic,Africa,1990,CONFLICTS,Terrorist attack,1
Congo Republic,Africa,1990,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1990,TECHNOLOGICAL,Air,1
Congo Republic,Africa,1991,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1991,TECHNOLOGICAL,Rail,1
Congo Republic,Africa,1992,ECONOMIC,Banking Crises,1
Congo Republic,Africa,1992,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1992,TECHNOLOGICAL,Road,1
Congo Republic,Africa,1993,CONFLICTS,Terrorist attack,23
Congo Republic,Africa,1993,ECONOMIC,Banking Crises,1
Congo Republic,Africa,1993,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1993,TECHNOLOGICAL,Water,2
Congo Republic,Africa,1994,CLIMATIC,Flood,1
Congo Republic,Africa,1994,CONFLICTS,Terrorist attack,8
Congo Republic,Africa,1994,ECOLOGICAL,Aquaculture,1
Congo Republic,Africa,1994,ECONOMIC,Banking Crises,1
Congo Republic,Africa,1994,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1994,ECONOMIC,Debt Crises,1
Congo Republic,Africa,1994,TECHNOLOGICAL,Miscellaneous accident (General),1
Congo Republic,Africa,1995,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1996,CONFLICTS,Terrorist attack,1
Congo Republic,Africa,1996,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1997,CONFLICTS,Terrorist attack,2
Congo Republic,Africa,1997,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1998,CLIMATIC,Flood,1
Congo Republic,Africa,1998,ECOLOGICAL,Infectious disease,1
Congo Republic,Africa,1998,ECONOMIC,Currency Crises,1
Congo Republic,Africa,1999,CLIMATIC,Flood,1
Congo Republic,Africa,1999,CONFLICTS,Terrorist attack,3
Congo Republic,Africa,1999,ECOLOGICAL,Infectious disease,2
Congo Republic,Africa,1999,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2000,ECOLOGICAL,Aquaculture,1
Congo Republic,Africa,2000,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2000,TECHNOLOGICAL,Rail,1
Congo Republic,Africa,2001,CONFLICTS,Terrorist attack,1
Congo Republic,Africa,2001,ECOLOGICAL,Infectious disease,1
Congo Republic,Africa,2001,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2001,TECHNOLOGICAL,Rail,1
Congo Republic,Africa,2002,CLIMATIC,Flood,1
Congo Republic,Africa,2002,CONFLICTS,Terrorist attack,3
Congo Republic,Africa,2002,ECOLOGICAL,Infectious disease,2
Congo Republic,Africa,2002,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2003,CONFLICTS,Terrorist attack,1
Congo Republic,Africa,2003,ECOLOGICAL,Infectious disease,1
Congo Republic,Africa,2003,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2004,ECOLOGICAL,Infectious disease,1
Congo Republic,Africa,2004,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2004,TECHNOLOGICAL,Rail,1
Congo Republic,Africa,2004,TECHNOLOGICAL,Road,1
Congo Republic,Africa,2005,CLIMATIC,Flood,1
Congo Republic,Africa,2005,ECOLOGICAL,Infectious disease,1
Congo Republic,Africa,2005,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2005,TECHNOLOGICAL,Air,1
Congo Republic,Africa,2006,CLIMATIC,Flood,1
Congo Republic,Africa,2006,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2007,CLIMATIC,Flood,1
Congo Republic,Africa,2007,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2007,TECHNOLOGICAL,Road,1
Congo Republic,Africa,2008,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2009,ECOLOGICAL,Infectious disease,1
Congo Republic,Africa,2009,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2010,ECOLOGICAL,Infectious disease,2
Congo Republic,Africa,2010,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2010,TECHNOLOGICAL,Rail,1
Congo Republic,Africa,2011,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2012,CLIMATIC,Flood,2
Congo Republic,Africa,2012,ECOLOGICAL,Infectious disease,1
Congo Republic,Africa,2012,ECONOMIC,Currency Crises,1
Congo Republic,Africa,2012,TECHNOLOGICAL,Air,1
Congo Republic,Africa,2012,TECHNOLOGICAL,Explosion (Miscellaneous),1
Congo Republic,Africa,2013,CONFLICTS,Terrorist attack,1
Congo Republic,Africa,2013,ECONOMIC,Currency Crises,1
Costa Rica,America,1990,CONFLICTS,Terrorist attack,1
Costa Rica,America,1990,ECONOMIC,Banking Crises,1
Costa Rica,America,1990,ECONOMIC,Currency Crises,1
Costa Rica,America,1990,GEOPHYSICAL,Earthquake,2
Costa Rica,America,1990,TECHNOLOGICAL,Air,1
Costa Rica,America,1991,CLIMATIC,Flood,1
Costa Rica,America,1991,CONFLICTS,Terrorist attack,2
Costa Rica,America,1991,ECONOMIC,Banking Crises,1
Costa Rica,America,1991,ECONOMIC,Currency Crises,1
Costa Rica,America,1991,GEOPHYSICAL,Earthquake,3
Costa Rica,America,1991,GEOPHYSICAL,Volcanic activity,1
Costa Rica,America,1992,CLIMATIC,Wildfire,1
Costa Rica,America,1992,CONFLICTS,Terrorist attack,2
Costa Rica,America,1992,ECONOMIC,Currency Crises,1
Costa Rica,America,1993,CLIMATIC,Flood,1
Costa Rica,America,1993,CONFLICTS,Terrorist attack,3
Costa Rica,America,1993,ECONOMIC,Currency Crises,1
Costa Rica,America,1993,GEOPHYSICAL,Earthquake,1
Costa Rica,America,1994,CLIMATIC,Drought,1
Costa Rica,America,1994,CLIMATIC,Flood,1
Costa Rica,America,1994,CONFLICTS,Terrorist attack,1
Costa Rica,America,1994,ECONOMIC,Banking Crises,1
Costa Rica,America,1994,ECONOMIC,Currency Crises,1
Costa Rica,America,1995,CLIMATIC,Storm,1
Costa Rica,America,1995,ECOLOGICAL,Infectious disease,1
Costa Rica,America,1995,ECONOMIC,Banking Crises,1
Costa Rica,America,1995,ECONOMIC,Currency Crises,1
Costa Rica,America,1996,CLIMATIC,Flood,1
Costa Rica,America,1996,CLIMATIC,Storm,2
Costa Rica,America,1996,CONFLICTS,Terrorist attack,1
Costa Rica,America,1996,ECONOMIC,Currency Crises,1
Costa Rica,America,1997,CONFLICTS,Terrorist attack,1
Costa Rica,America,1998,CLIMATIC,Drought,1
Costa Rica,America,1998,CLIMATIC,Storm,1
Costa Rica,America,1998,GEOPHYSICAL,Volcanic activity,1
Costa Rica,America,1999,CLIMATIC,Flood,1
Costa Rica,America,2000,CLIMATIC,Mass movement (wet),1
Costa Rica,America,2000,TECHNOLOGICAL,Air,1
Costa Rica,America,2000,TECHNOLOGICAL,Fire (Miscellaneous),1
Costa Rica,America,2001,CLIMATIC,Flood,1
Costa Rica,America,2001,CONFLICTS,Terrorist attack,1
Costa Rica,America,2002,CLIMATIC,Flood,2
Costa Rica,America,2003,CLIMATIC,Flood,1
Costa Rica,America,2003,GEOPHYSICAL,Earthquake,1
Costa Rica,America,2004,CLIMATIC,Flood,2
Costa Rica,America,2004,GEOPHYSICAL,Earthquake,1
Costa Rica,America,2005,CLIMATIC,Flood,2
Costa Rica,America,2005,CLIMATIC,Storm,1
Costa Rica,America,2005,TECHNOLOGICAL,Fire (Miscellaneous),1
Costa Rica,America,2007,CLIMATIC,Flood,2
Costa Rica,America,2008,CLIMATIC,Flood,3
Costa Rica,America,2008,CLIMATIC,Storm,1
Costa Rica,America,2009,ECOLOGICAL,Infectious disease,1
Costa Rica,America,2009,GEOPHYSICAL,Earthquake,1
Costa Rica,America,2010,CLIMATIC,Flood,2
Costa Rica,America,2010,ECOLOGICAL,Infectious disease,1
Costa Rica,America,2011,CLIMATIC,Flood,1
Costa Rica,America,2012,CLIMATIC,Flood,1
Costa Rica,America,2012,GEOPHYSICAL,Earthquake,1
Cote d'Ivoire,Africa,1990,ECONOMIC,Banking Crises,1
Cote d'Ivoire,Africa,1990,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1991,ECOLOGICAL,Infectious disease,1
Cote d'Ivoire,Africa,1991,ECONOMIC,Banking Crises,1
Cote d'Ivoire,Africa,1991,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1992,CONFLICTS,Terrorist attack,3
Cote d'Ivoire,Africa,1992,ECONOMIC,Banking Crises,1
Cote d'Ivoire,Africa,1992,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1993,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1993,TECHNOLOGICAL,Miscellaneous accident (General),1
Cote d'Ivoire,Africa,1994,CONFLICTS,Terrorist attack,2
Cote d'Ivoire,Africa,1994,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1994,ECONOMIC,Debt Crises,1
Cote d'Ivoire,Africa,1994,TECHNOLOGICAL,Air,1
Cote d'Ivoire,Africa,1995,CONFLICTS,Terrorist attack,7
Cote d'Ivoire,Africa,1995,ECOLOGICAL,Infectious disease,1
Cote d'Ivoire,Africa,1995,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1996,CLIMATIC,Flood,1
Cote d'Ivoire,Africa,1996,CONFLICTS,Terrorist attack,2
Cote d'Ivoire,Africa,1996,ECOLOGICAL,Infectious disease,2
Cote d'Ivoire,Africa,1996,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1997,CONFLICTS,Terrorist attack,1
Cote d'Ivoire,Africa,1997,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1997,TECHNOLOGICAL,Road,1
Cote d'Ivoire,Africa,1998,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1998,TECHNOLOGICAL,Road,2
Cote d'Ivoire,Africa,1999,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,1999,TECHNOLOGICAL,Road,2
Cote d'Ivoire,Africa,2000,CONFLICTS,Terrorist attack,2
Cote d'Ivoire,Africa,2000,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2000,TECHNOLOGICAL,Air,1
Cote d'Ivoire,Africa,2000,TECHNOLOGICAL,Road,1
Cote d'Ivoire,Africa,2001,CONFLICTS,Terrorist attack,1
Cote d'Ivoire,Africa,2001,ECOLOGICAL,Infectious disease,2
Cote d'Ivoire,Africa,2001,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2001,TECHNOLOGICAL,Road,1
Cote d'Ivoire,Africa,2002,CONFLICTS,Intrastate conflict,1
Cote d'Ivoire,Africa,2002,CONFLICTS,Terrorist attack,1
Cote d'Ivoire,Africa,2002,ECOLOGICAL,Infectious disease,1
Cote d'Ivoire,Africa,2002,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2003,CONFLICTS,Intrastate conflict,1
Cote d'Ivoire,Africa,2003,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2004,CONFLICTS,Intrastate conflict,1
Cote d'Ivoire,Africa,2004,CONFLICTS,Terrorist attack,1
Cote d'Ivoire,Africa,2004,ECOLOGICAL,Fisheries,1
Cote d'Ivoire,Africa,2004,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2004,TECHNOLOGICAL,Road,2
Cote d'Ivoire,Africa,2005,CONFLICTS,Terrorist attack,1
Cote d'Ivoire,Africa,2005,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2006,CONFLICTS,Terrorist attack,3
Cote d'Ivoire,Africa,2006,ECOLOGICAL,Infectious disease,2
Cote d'Ivoire,Africa,2006,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2006,TECHNOLOGICAL,Industrial accident (General),1
Cote d'Ivoire,Africa,2007,CLIMATIC,Flood,1
Cote d'Ivoire,Africa,2007,CONFLICTS,Terrorist attack,1
Cote d'Ivoire,Africa,2007,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2007,TECHNOLOGICAL,Road,2
Cote d'Ivoire,Africa,2008,CLIMATIC,Flood,1
Cote d'Ivoire,Africa,2008,ECOLOGICAL,Infectious disease,3
Cote d'Ivoire,Africa,2008,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2009,CLIMATIC,Mass movement (wet),1
Cote d'Ivoire,Africa,2009,ECOLOGICAL,Infectious disease,1
Cote d'Ivoire,Africa,2009,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2009,TECHNOLOGICAL,Miscellaneous accident (General),1
Cote d'Ivoire,Africa,2010,CLIMATIC,Flood,2
Cote d'Ivoire,Africa,2010,CONFLICTS,Terrorist attack,7
Cote d'Ivoire,Africa,2010,ECOLOGICAL,Infectious disease,1
Cote d'Ivoire,Africa,2010,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2011,CONFLICTS,Intrastate conflict,1
Cote d'Ivoire,Africa,2011,CONFLICTS,Terrorist attack,3
Cote d'Ivoire,Africa,2011,ECOLOGICAL,Infectious disease,2
Cote d'Ivoire,Africa,2011,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2011,TECHNOLOGICAL,Road,3
Cote d'Ivoire,Africa,2012,CONFLICTS,Terrorist attack,16
Cote d'Ivoire,Africa,2012,ECOLOGICAL,Infectious disease,1
Cote d'Ivoire,Africa,2012,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2012,TECHNOLOGICAL,Road,1
Cote d'Ivoire,Africa,2013,CONFLICTS,Intrastate conflict,1
Cote d'Ivoire,Africa,2013,CONFLICTS,Terrorist attack,4
Cote d'Ivoire,Africa,2013,ECONOMIC,Currency Crises,1
Cote d'Ivoire,Africa,2013,TECHNOLOGICAL,Miscellaneous accident (General),1
Croatia,Europe,1990,CLIMATIC,Drought,0
Croatia,Europe,1990,CLIMATIC,Flood,0
Croatia,Europe,1990,CONFLICTS,Terrorist attack,1
Croatia,Europe,1990,ECONOMIC,Currency Crises,1
Croatia,Europe,1990,TECHNOLOGICAL,Explosion (Industrial),0
Croatia,Europe,1991,CONFLICTS,Intrastate conflict,1
Croatia,Europe,1991,CONFLICTS,Terrorist attack,28
Croatia,Europe,1991,ECOLOGICAL,Fisheries,0
Croatia,Europe,1991,ECONOMIC,Currency Crises,1
Croatia,Europe,1991,ECONOMIC,Debt Crises,1
Croatia,Europe,1992,CONFLICTS,Intrastate conflict,1
Croatia,Europe,1992,CONFLICTS,Terrorist attack,6
Croatia,Europe,1992,ECONOMIC,Currency Crises,1
Croatia,Europe,1992,TECHNOLOGICAL,Water,1
Croatia,Europe,1993,CONFLICTS,Intrastate conflict,1
Croatia,Europe,1993,CONFLICTS,Terrorist attack,5
Croatia,Europe,1993,ECONOMIC,Currency Crises,1
Croatia,Europe,1994,CONFLICTS,Intrastate conflict,1
Croatia,Europe,1994,CONFLICTS,Terrorist attack,4
Croatia,Europe,1994,ECONOMIC,Currency Crises,1
Croatia,Europe,1995,CONFLICTS,Intrastate conflict,1
Croatia,Europe,1995,CONFLICTS,Terrorist attack,1
Croatia,Europe,1995,ECONOMIC,Currency Crises,1
Croatia,Europe,1996,CONFLICTS,Terrorist attack,6
Croatia,Europe,1996,ECONOMIC,Currency Crises,1
Croatia,Europe,1996,GEOPHYSICAL,Earthquake,1
Croatia,Europe,1996,TECHNOLOGICAL,Air,1
Croatia,Europe,1997,CLIMATIC,Wildfire,1
Croatia,Europe,1997,CONFLICTS,Terrorist attack,15
Croatia,Europe,1998,CONFLICTS,Intrastate conflict,1
Croatia,Europe,1998,CONFLICTS,Terrorist attack,9
Croatia,Europe,1998,ECONOMIC,Banking Crises,1
Croatia,Europe,1999,CONFLICTS,Intrastate conflict,1
Croatia,Europe,1999,CONFLICTS,Terrorist attack,4
Croatia,Europe,1999,ECONOMIC,Banking Crises,1
Croatia,Europe,2000,CLIMATIC,Extreme temperature,1
Croatia,Europe,2000,CLIMATIC,Flood,1
Croatia,Europe,2000,CLIMATIC,Wildfire,1
Croatia,Europe,2000,CONFLICTS,Terrorist attack,4
Croatia,Europe,2001,CLIMATIC,Flood,1
Croatia,Europe,2001,CONFLICTS,Terrorist attack,6
Croatia,Europe,2002,CONFLICTS,Terrorist attack,0
Croatia,Europe,2002,TECHNOLOGICAL,Water,1
Croatia,Europe,2003,CLIMATIC,Drought,1
Croatia,Europe,2003,CLIMATIC,Extreme temperature,1
Croatia,Europe,2003,CLIMATIC,Wildfire,1
Croatia,Europe,2004,ECOLOGICAL,Infectious disease,1
Croatia,Europe,2005,CLIMATIC,Extreme temperature,1
Croatia,Europe,2005,CLIMATIC,Flood,1
Croatia,Europe,2005,CLIMATIC,Storm,1
Croatia,Europe,2005,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2005,CONFLICTS,Terrorist attack,1
Croatia,Europe,2006,CLIMATIC,Flood,1
Croatia,Europe,2006,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2007,CLIMATIC,Wildfire,2
Croatia,Europe,2007,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2008,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2008,CONFLICTS,Terrorist attack,2
Croatia,Europe,2008,TECHNOLOGICAL,Road,1
Croatia,Europe,2009,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2009,CONFLICTS,Terrorist attack,1
Croatia,Europe,2009,ECOLOGICAL,Infectious disease,1
Croatia,Europe,2010,CLIMATIC,Extreme temperature,1
Croatia,Europe,2010,CLIMATIC,Flood,2
Croatia,Europe,2010,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2011,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2012,CLIMATIC,Extreme temperature,2
Croatia,Europe,2012,CLIMATIC,Flood,1
Croatia,Europe,2012,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2013,CONFLICTS,Intrastate conflict,1
Croatia,Europe,2013,CONFLICTS,Terrorist attack,2
